filename,title,url,one_word_with_numbers,type
210318-F-SQ280-120.JPG,Wolf Pack celebrates Women's History Month: maintenance edition,https://www.pacaf.af.mil/News/Art?igphoto=2002612941,False,Explicit heritage and DEI events
230119-F-XX992-1005.JPG,"Eielson AFB's Diversity, Equity, Inclusion, Accessibility program",https://www.pacaf.af.mil/News/Art?igphoto=2003159343,False,Explicit heritage and DEI events
230609-F-JA727-0020.JPG,"Don't ask, don't tell panel held at Hickam",https://www.pacaf.af.mil/News/Art?igphoto=2003241215,False,Other
240311-F-DU706-1212.JPG,Pantons ‘push' west for Cope Tiger 2024,https://www.pacaf.af.mil/News/Art?igphoto=2003416787,False,Other
080917-F-3511L-040.JPG,Bolling's Hispanic Heritage committee welcomes LULAC,,False,Explicit heritage and DEI events
240829-F-QY777-1063.JPG,Voices of experience from Women's Equality Day,https://www.laughlin.af.mil/News/Art?igphoto=2003536325,False,Explicit heritage and DEI events
140619-F-QA315-024.JPG,I don't have to hide,https://www.laughlin.af.mil/News/Art?igphoto=2000838764,False,Other
210329-F-XO639-1052.JPG,Instructor Pilots Reflect on Women's History Month,https://www.laughlin.af.mil/News/Art?igphoto=2002614364,False,Explicit heritage and DEI events
200318-F-TO081-0001.JPG,Laughlin recognizes Women's History Month,https://www.laughlin.af.mil/News/Art?igphoto=2002268562,False,Explicit heritage and DEI events
140319-F-UQ224-021.JPG,Women's Seminar brings women's issues to light,https://www.laughlin.af.mil/News/Art?igphoto=2000866361,False,Other
170321-F-BD983-068.JPG,All-female retreat honors Women's History Month,https://www.keesler.af.mil/News/Art?igphoto=2001721682,False,Explicit heritage and DEI events
210913-F-ID959-1007.JPG,El vago trabaja doble: A SNCO's motivation,https://www.keesler.af.mil/News/Art?igphoto=2002854940,False,Other
190319-F-BD983-0017.JPG,Women's History Month at Keesler: Breaking Barriers,https://www.keesler.af.mil/News/Art?igphoto=2002103569,False,Explicit heritage and DEI events
110302-F-BD983-011.JPG,It's soul good!,https://www.keesler.af.mil/News/Art?igphoto=2000281243,False,Everyday celebrations of heritage or ethnicity
140225-F-BD983-007.JPG,Finance NCO shares King's legacy,https://www.keesler.af.mil/News/Art?igphoto=2000873439,False,Mentions of personnel that highlight their ethnicity
240220-A-LN562-1001.JPG,Women's History Month Spotlight:  Capt. Saleha Jabeen,https://www.goodfellow.af.mil/News/Art/?igphoto=2003418364,False,Explicit heritage and DEI events
240326-F-TB914-1062.JPG,Women's History Month panelists spark uplifting discussions,https://www.goodfellow.af.mil/News/Art/?igphoto=2003424764,False,Explicit heritage and DEI events
210524-F-YT892-0001.PNG,Seventh episode for AETC's Real Talk,https://www.goodfellow.af.mil/News/Art/?igphoto=2002738637,False,Other
210524-F-YT892-0001.JPG,Seventh episode for AETC's Real Talk focuses on LGBTQI+,https://www.goodfellow.af.mil/News/Art/?igphoto=2002738647,False,Other
230308-F-LY364-1024.JPG,Women's History Month: Continued Excellence and Strides for the Future,https://www.goodfellow.af.mil/News/Art/?igphoto=2003175561,False,Explicit heritage and DEI events
220322-F-LY364-1001.JPG,Women's History Month: Capt. Angela Fisher,https://www.goodfellow.af.mil/News/Art/?igphoto=2002961367,False,Explicit heritage and DEI events
220607-F-QS607-1001.JPG,Pride Month Spotlight: Capt. Matthew O'Neil,https://www.goodfellow.af.mil/News/Art/?igphoto=2003014690,False,Explicit heritage and DEI events
200826-F-IK439-1051.JPG,Goodfellow Celebrates Women's Equality Day,https://www.goodfellow.af.mil/News/Art/?igphoto=2002486019,False,Explicit heritage and DEI events
220321-F-MU509-1001.JPG,Women's History Month: Angelic Crawford,https://www.goodfellow.af.mil/News/Art/?igphoto=2002961310,False,Explicit heritage and DEI events
230322-F-LY364-1021.JPG,Women's History Month: One of Many,https://www.goodfellow.af.mil/News/Art/?igphoto=2003185034,False,Explicit heritage and DEI events
220318-F-ED409-1001.JPG,Women's History Month: Master Sgt. Melissa Jones,https://www.goodfellow.af.mil/News/Art/?igphoto=2002958914,False,Explicit heritage and DEI events
240826-F-WY218-1002.JPG,AFMS celebrates Women's Equality Day with female leadership panel,https://www.airforcemedicine.af.mil/news/photos?igphoto=2003535504,False,Explicit heritage and DEI events
220928-F-F3335-1002.JPG,Hispanic Heritage Month: An officer's path to citizenship,https://www.airforcemedicine.af.mil/news/photos?igphoto=2003087572,False,Explicit heritage and DEI events
230616-F-HD796-1041.JPG,What's bugging you Yokota?,https://www.airforcemedicine.af.mil/news/photos?igphoto=2003255057,False,Other
070108-F-1104T-004.JPG,Brig. Gen. Casey details women's history during Bolling speech,https://www.airforcemedicine.af.mil/news/photos?igphoto=2000696089,False,Mentions of personnel that highlight their ethnicity
110326-F-QR074-051.JPG,Highlighting AF Warriors during Women's History Month,,False,Explicit heritage and DEI events
230204-Z-JT123-001.PNG,Women's History Month Highlight: NCO of the Year,https://www.162wing.ang.af.mil/News/Art?igphoto=2003172603,False,Explicit heritage and DEI events
181228-O-ZZ999-0001.JPG,Daughters inherit mother's love of service,https://www.136aw.ang.af.mil/News/Art?igphoto=2002104977,False,Other
151205-Z-GZ906-004.jpg,Developing Women Airmen: 156 AW Holds First PRANG ‘Lean In Circle',https://www.156aw.ang.af.mil/News/Art?igphoto=2001488464,False,Everyday celebrations of heritage or ethnicity
220215-Z-F3885-1000.JPG,Proud to Serve: Celebrating Women's History Month,https://www.133aw.ang.af.mil/News/Art?igphoto=2003189259,False,Explicit heritage and DEI events
160330-Z-HL234-001.jpg,"Air Force Capt. Sharla Hilton continues the tradition of women aviators at Will Rogers Air National Guard Base, Oklahoma City, as the 137th Air Refueling Wing celebrates Women's History Month.",https://www.137sow.ang.af.mil/News/Art?igphoto=2001509809,False,Explicit heritage and DEI events
160303-Z-AW931-145.JPG,Celebrating Women's History Month 2016,https://www.145aw.ang.af.mil/News/Art?igphoto=2001509821,False,Explicit heritage and DEI events
230309-Z-AL667-001.JPG,Women's History Month: One single mother's commitment to service,https://www.132dwing.ang.af.mil/News/Art?igphoto=2003174559,False,Explicit heritage and DEI events
140305-F-XX000-002.JPG,Women's History Month: JBSA-Randolph committee hosts several events,https://www.jbsa.mil/news/photos?igphoto=2000871209,False,Explicit heritage and DEI events
230510-F-PO640-0001.JPG,U.S. Army North's 2023 Warrant Officer Symposium,https://www.jbsa.mil/news/photos?igphoto=2003219980,False,Other
230126-F-GV347-0120.PNG,LIVE's VR experience provides dynamic decision-making moments aimed at growing inclusive leaders,https://www.jbsa.mil/news/photos?igphoto=2003154525,False,Explicit heritage and DEI events
130307-N-UR169-002.JPG,"Women's History Month will be easily remembered for Airman Kaycee Franco, for it's the month that she began making her own personal piece of Air Force history: receiving the Air Force Airman's coin and becoming an Airman.",https://www.jbsa.mil/news/photos?igphoto=2000065462,False,Explicit heritage and DEI events
230329-F-PO640-0011.JPG,Women's History Month: Distinguished panel discusses breaking barriers,https://www.jbsa.mil/news/photos?igphoto=2003188832,False,Explicit heritage and DEI events
230915-F-YI999-1006.PNG,16th Air Force Cyber Warrior shares ancestors' legacy during Hispanic Heritage Month,https://www.jbsa.mil/news/photos?igphoto=2003320472,False,Explicit heritage and DEI events
190401-N-WY954-0015.JPG,USINDOPACOM hosts U.S. DoD Operational Gender Advisor Course at University of Hawaii's East-West Center,https://www.pacom.mil/media/photos?igphoto=2002115465,False,Other
170315-N-ON468-081.JPG,National Women's History Month Observance Ceremony Held at Pearl Harbor,https://www.pacom.mil/media/photos?igphoto=2001717636,False,Explicit heritage and DEI events
210816-F-AZ553-256.JPG,"Kendall's first trip highlights Air and Space Force roles in responding to China, strategic competitors",https://www.pacom.mil/media/photos?igphoto=2002845617,False,Other
220919-A-FF465-123.JPG,"Fiji partners with U.S. Indo-Pacific Command for Fiji's first-ever Women, Peace and Security National Action Plan",https://www.pacom.mil/media/photos?igphoto=2003089172,False,Other
230331-F-TE598-0204.JPG,Celebrating Women's History Month: Why Representation Matters in the Military,https://www.pacom.mil/media/photos?igphoto=2003190926,False,Explicit heritage and DEI events
210301-F-MI946-342.JPG,Women's History Month: Working Toward a Better Future,https://www.pacom.mil/media/photos?igphoto=2002609512,False,Explicit heritage and DEI events
230503-A-KL951-1009.JPG,JTF-RH's 'embedded historian' has a part in creating history,https://www.pacom.mil/media/photos?igphoto=2003218394,False,Other
140328-M-ZZ999-200.JPG,Marines celebrate Women's History Month,https://www.okinawa.marines.mil/photos?igphoto=2000787229,False,Explicit heritage and DEI events
210326-A-A1425-007.JPG,Far East District celebrates Women's History month,https://www.usace.army.mil/media/images?igphoto=2002609777,False,Explicit heritage and DEI events
200302-A-QY194-001.JPG,Pfenning set as keynote speaker at Arsenal's Women's History,https://www.usace.army.mil/media/images?igphoto=2002258628,False,Everyday celebrations of heritage or ethnicity
200305-A-ZZ999-001.JPG,Women's History Month 2020: Valiant Women of the Vote,https://www.usace.army.mil/media/images?igphoto=2002263256,False,Explicit heritage and DEI events
220721-D-BA011-001.JPG,"Ms. Rebecca Hersman, Director of the Defense Threat Reduction Agency meets with leaders from DTRA's Diversity and Inclusion Council on July 21, 2022",,False,Explicit heritage and DEI events
190314-A-VW406-001.JPG,Corps features world-leading researchers during Women's History Month,https://www.erdc.usace.army.mil/media/images?igphoto=2002105980,False,Explicit heritage and DEI events
231017-A-AB280-2005.PNG,Corps' Los Angeles District celebrates end of fiscal year with more than $600M in contract awards,https://www.spl.usace.army.mil/media/images?igphoto=2003326325,False,Other
190919-A-IQ164-009.JPG,"Cal State professor talks about strides in college's engineering program, how Corps can help",https://www.spl.usace.army.mil/media/images?igphoto=2002195982,False,Other
131002-A-GB955-047.JPG,Enid Gerena's “Flan de Coco”,https://www.saj.usace.army.mil/media/images?igphoto=2000751946,False,Everyday celebrations of heritage or ethnicity
131002-A-GB955-048.JPG,Becky Maholland's “Chicken Chile Verde”,https://www.saj.usace.army.mil/media/images?igphoto=2000751950,False,Everyday celebrations of heritage or ethnicity
230503-A-GI410-1027.JPG,"Army officer's heritage influences past, present and future",https://www.lrl.usace.army.mil/media/images?igphoto=2003217950,False,Explicit heritage and DEI events
220307-D-EH971-879.JPG,Celebrating Women's History at the Far East District,https://www.pof.usace.army.mil/media/images?igphoto=2002957025,False,Explicit heritage and DEI events
241217-A-QY194-1001.JPG,Mentoring program is easy New Year's resolution with results,https://www.hnc.usace.army.mil/media/images?igphoto=2003614584,False,Other
150303-A-LJ771-022.JPG,Center's event encourages rebuilding diversity dream,https://www.hnc.usace.army.mil/media/images?igphoto=2001019541,False,Explicit heritage and DEI events
160313-N-NL127-453B.JPG,Ministry of the Interior celebrates International Women's Day,https://www.mvm.usace.army.mil/Media/Images?igphoto=2001568649,False,Other
230201-A-VP913-001.JPG,"Joe Womack, retired U.S. Marine Corps Major, president of the Clean, Healthy Educated, Safe & Sustainable Community, Inc., and co-founder of the Africatown Heritage Preservation Foundation, speaks at the Mobile Distirct's Black History Month Luncheon, February 1, 2023, in Mobile, Alabama.",https://www.sam.usace.army.mil/media/images?igphoto=2003175409,False,Explicit heritage and DEI events
140305-A-KL574-001.JPG,STEM outreach highlighted during Women's History Month,https://www.spn.usace.army.mil/media/images?igphoto=2000784719,False,Explicit heritage and DEI events
160317-A-AY453-006.JPG,Buffalo District Women Honor Women's History Month,https://www.lrb.usace.army.mil/media/images?igphoto=2001481743,False,Explicit heritage and DEI events
160322-A-AY453-002.JPG,Focuses on female veterans as part of Women's History Month,https://www.lrb.usace.army.mil/media/images?igphoto=2001505563,False,Explicit heritage and DEI events
110602-R-FR000-008.JPG,The Poly Dancers perform traditional Asian-Pacific dances during the Asian-Pacific Islander Observance May 18 at Riley's Conference Center.,https://www.riley.army.mil/News/Photos?igphoto=2000765029,False,Explicit heritage and DEI events
130531-R-FR000-001.JPG,"Nita Miller speaks about her Family and life at Fort Riley during the Asian American and Pacific Islanders Observance May 15 at Riley's Conference Center. Miller has called Fort Riley home since 1955, and has a rich Asian-Pacific American heritage.  Photo by: Calun Reece, POST.",https://www.riley.army.mil/News/Photos?igphoto=2000768616,False,Explicit heritage and DEI events
130312-R-FR000-013.JPG,"Pictured from left Command Sgt. Maj. Franklin Jordan, 101st BSB, 1st ABCT, speaks with retired Trooper James G. Madison and 1st Sgt. Albert Curley Feb. 20 during Fort Riley's African-American/Black History Month Observance at Riley's Conference Center. Curley and Madison were Buffalo Soldiers, who served in the 9th and 10th Cav. Regt.'s, respectively.  Photo by: Amanda Kim Stairrett, 1ST INF. DIV.",https://www.riley.army.mil/News/Photos?igphoto=2000775018,False,Explicit heritage and DEI events
170315-A-GK996-046.JPG,Junction City's mayor recognizes efforts of trailblazing ‘Big Red One' women,https://www.riley.army.mil/News/Photos?igphoto=2001726224,False,Other
170920-A-SK912-100.JPG,‘Big Red One' observes Hispanic Heritage Month,https://www.riley.army.mil/News/Photos?igphoto=2001837137,False,Explicit heritage and DEI events
090401-R-FR000-002.JPG,"FORT RILEY, Kan. – Spc. Christie L. Rhoten, a human resource specialist with Headquarters and Headquarters Company, 4th Infantry Brigade Combat Team, 1st Infantry Division, reads the history of Jeanette Lee who paved the way for others during a Women's History program held inside the ‘Dragon' Brigade dining facility, Mar. 26. (U.S. Army photo by Sgt. 1st Class Jake Newman, 4IBCT PAO)",https://www.riley.army.mil/News/Photos?igphoto=2000768821,False,Explicit heritage and DEI events
111003-R-FR000-004.JPG,"Command Sgt. Maj. Jim Thomson, interim 1st Inf. Div. command sergeant major, left, presents 1st Sustainment Brigade Command Sgt. Maj. Miguel A. Rivera, right, with a commemorative plaque following Rivera's keynote address during the Hispanic Heritage Month Observance Sept. 21 at Riley's Conference Center.",https://www.riley.army.mil/News/Photos?igphoto=2000770941,False,Explicit heritage and DEI events
121211-R-FR000-013.JPG,"A member of the Prairie Band Potowatomi Nation performs a traditional social dance during the Native American Heritage Month Observance Nov. 27 at Riley's Conference Center.  Photo by: Sgt. Michael Leverton, 1ST INF. DIV.",https://www.riley.army.mil/News/Photos?igphoto=2000774944,False,Explicit heritage and DEI events
100315-R-FR000-001.JPG,"Susan G. Butruille, Leavenworth, WA, is speaker at the March 17 Women's History Observance from 11:45 a.m. to 12:45 p.m. hosted by Equal Opportunity",https://www.riley.army.mil/News/Photos?igphoto=2000771339,False,Explicit heritage and DEI events
110602-R-FR000-003.JPG,"Brig. Gen. Randal Dragon, 1st Inf. Div. deputy commanding general for support, right, presents guest speaker Victor Matsui, Japanese-American WWII veteran, left, with a plaque during the Asian-Pacific Islander Observance May 18 at Riley's Conference Center.",https://www.riley.army.mil/News/Photos?igphoto=2000765001,False,Explicit heritage and DEI events
130312-R-FR000-001.JPG,"LaBarbara Wigfall, associate professor of landscape architecture and regional and community planning, K-State, and Angela Muhwezi, senior, K-State, perform a special song selection Feb. 20 at Riley's Conference Center, as part of the African-American/Black History Month Observance.  Photo by: Amanda Kim Stairrett, 1ST INF. DIV.",https://www.riley.army.mil/News/Photos?igphoto=2000771412,False,Explicit heritage and DEI events
110302-R-FR000-003.JPG,"Wayne Jones Sr., far left, leads The Chosen Four gospel group from Junction City, which includes members, from left to right, Jones, Leander Sharp Sr., Walter Givens and Vondell David, during “Buffalo Soldier” at the Black History Month Observance Feb. 16 at Riley's Conference Center.",https://www.riley.army.mil/News/Photos?igphoto=2000774654,False,Explicit heritage and DEI events
130405-R-FR000-014.JPG,"Hadassa Baker, mathematics and chemistry teacher, Apostolic Academy, Junction City, speaks at the Women's History Month Observance March 13 at Riley' s Conference Center. Baker spoke about the accomplishments of women past and present.  Photo by: Calun Reece, POST.",https://www.riley.army.mil/News/Photos?igphoto=2000775289,False,Explicit heritage and DEI events
150318-A-KV497-033.JPG,Fort Riley celebrates Women's History Month,https://www.riley.army.mil/News/Photos?igphoto=2001039228,False,Explicit heritage and DEI events
120604-R-FR000-001.JPG,"Maj. Mark Galloway, 1st Sust. Bde., center right, tries a traditional dance with a performer, center left, May 16 at Riley's Conference Center. The dance is called the Tinikling “Bamboo” dance and was performed by the Filipino-American Association of Junction City as part of the Asian-Pacific Heritage Month Observance.",https://www.riley.army.mil/News/Photos?igphoto=2000772808,False,Explicit heritage and DEI events
080220-R-FR000-001.JPG,"One Voice, a choir on Camp Taji, sings during the Black History Month observance Feb. 9. “Events like these are very important because they not only celebrate our differences, but they also strengthen the team,” said Col. Kevin O'Connell, commander of the 1st Sustainment Brigade.",https://www.riley.army.mil/News/Photos?igphoto=2000772858,False,Explicit heritage and DEI events
130807-R-FR000-003.JPG,The Hispanic Heritage Month Observance will be from 11:45 a.m. to 1 p.m. Sept. 18 at Riley's Conference Center. A food sampling will be provided. The event is free and open to the public.  (poster courtesy of DEOMI – Defense Equal Opportunity Management Institute),https://www.riley.army.mil/News/Photos?igphoto=2000775367,False,Explicit heritage and DEI events
170215-A-FR000-095.JPG,‘Big Red One' retiree speaks about Black History Month at observance,https://www.riley.army.mil/News/Photos?igphoto=2001704475,False,Explicit heritage and DEI events
120228-R-FR000-001.JPG,Garrison Command Sgt. Maj. Colvin Bennett Sr. asked audience members to continue down the path toward equality at the African-American Black History Month Observance Feb. 15 at Riley's Conference Center.,https://www.riley.army.mil/News/Photos?igphoto=2000770340,False,Explicit heritage and DEI events
131212-R-FR000-004.JPG,"Guest speaker Polly Davis speaks to the audience about her experiences in the 1st Inf. Div. and at Fort Riley during the Nov. 20 Native American Indian Heritage Month Observance at Riley's Conference Center.  Photo by: J. Parker Roberts, 1ST INF. DIV.",https://www.riley.army.mil/News/Photos?igphoto=2000771743,False,Explicit heritage and DEI events
160311-A-FR000-100.JPG,Manhattan Mayor to join post for Women's History Month observance,https://www.riley.army.mil/News/Photos?igphoto=2001479438,False,Explicit heritage and DEI events
131022-R-FR000-013.JPG,"Guest speaker Madai Rivera poses with Maj. Gen. Paul E. Funk II, commanding general, 1st Inf. Div. and Fort Riley, after being presented with a certificate of appreciation for speaking at the Hispanic Heritage Observance Sept. 18 at Riley's Conference Center.  Photo by: Jessica Healey, POST.",https://www.riley.army.mil/News/Photos?igphoto=2000766536,False,Explicit heritage and DEI events
170225-A-DH120-034.JPG,"‘Big Red One' Soldiers to run ‘2,017 miles in 2017' in Iraq",https://www.riley.army.mil/News/Photos?igphoto=2001716514,False,Other
121022-R-FR000-011.JPG,"Sgt. 1st Class Marcelino Benitez, 2nd GSAB, 1st Avn. Regt. CAB poses in front of his poster with his son Alejandro, pre-k, Morris Hill and his wife Ivelisse, military spouse, Puerto Rico, Sept. 19 during the Hispanic Heritage Observance at Riley's Conference Center. The observance was in honor of National Hispanic Heritage month.  Photo by:  Calun Reece, POST.",https://www.riley.army.mil/News/Photos?igphoto=2000765184,False,Explicit heritage and DEI events
161116-A-YT036-109.JPG,Fort Riley observes National American Indian Heritage Month at Riley's Conference Center,https://www.riley.army.mil/News/Photos?igphoto=2001678056,False,Explicit heritage and DEI events
070622-R-FR000-003.JPG,Task Force Justice took time to recognize the contributions of women in the military and milestones in women's history.,https://www.riley.army.mil/News/Photos?igphoto=2000768265,False,Everyday celebrations of heritage or ethnicity
120228-R-FR000-005.JPG,Garrison Command Sgt. Maj. Colvin Bennett Sr. asks audience members to continue down the path toward equality at the African-American Black History Month Observance Feb. 15 at Riley's Conference Center.,https://www.riley.army.mil/News/Photos?igphoto=2000766601,False,Explicit heritage and DEI events
170323-F-UP786-018.JPG,Women's History Month lunch and learn mentors leaders,https://www.afimsc.af.mil/News/Art?igphoto=2001723753,False,Explicit heritage and DEI events
220306-F-EI771-0162.JPG,U.S. servicewomen forge women's empowerment in Agadez,https://www.usar.army.mil/news/images?igphoto=2002954226,False,Other
211014-O-MN346-367.JPG,"History of culture, faith and hard work mold UNCP Cadet's future as a leader in the Army",https://www.usar.army.mil/news/images?igphoto=2002884662,False,Other
240411-A-CC868-1019.JPG,Let's celebrate National Borinqueneers Day!,https://www.usar.army.mil/news/images?igphoto=2003437970,False,Explicit heritage and DEI events
210311-A-HV276-003.JPG,Trio epitomizes ideals of Women's History Month,https://www.usar.army.mil/news/images?igphoto=2002599993,False,Explicit heritage and DEI events
240917-A-CC868-1001.JPG,Army Reserve Soldier saves citizen's life in Puerto Rico,https://www.usar.army.mil/news/images?igphoto=2003545593,False,Other
220307-A-OK556-705.JPG,Women's History Month: Women among thousands exceling at training at McCoy every year,https://www.usar.army.mil/news/images?igphoto=2002963194,False,Explicit heritage and DEI events
210310-A-XJ169-791.JPG,Columbus Recruiting Battalion Hosts Women's History Panel Discussion,https://www.usar.army.mil/news/images?igphoto=2002612683,False,Other
190321-A-RW508-012.JPG,Army Reserve Soldier's personal contribution to women's history,https://www.usar.army.mil/news/images?igphoto=2002106053,False,Everyday celebrations of heritage or ethnicity
231013-A-VK509-1148.JPG,Fort Buchanan: a first-hand witness of Hispanics' contributions to National Security,https://www.usar.army.mil/news/images?igphoto=2003322049,False,Mentions of personnel that highlight their ethnicity
